Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Weight (LB),Volume (CUFT),Product Dimension (Inch),Color
ariston-bed-with-rectangular-headboards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7170RG-N-Z_f909ec47-d7b6-493d-84ef-bc1daa1abee6.jpg?v=1773938138,2,,,,,,,,,Active,,,,
allie-bed,Furniture of America - ALLIE Bed (CM7901F-BED),"<p><span style=""color:Pearl White""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with ALLIE, styled in Contemporary and designed for everyday comfort.<br>
This youth bed is made to fit naturally into the room. With Fabric, Acrylic, Solid Wood, Others and Pearl White or Rose Gold tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Full, Twin</p>

<p>Features<br>
- Fabric<br>
- Acrylic<br>
- Solid Wood<br>
- Others<br>
- Padded Headboard w/Radial Pleats &amp; LED Light<br>
- Acrylic &amp; Mirror Accents<br>
- Mirror w/ LED Light<br>
- English Dovetail Drawers &amp; Ball-bearing Glides<br>
- Felt-lined Top Drawers<br>
- Optional Convertible Trundle<br>
- Foundation Required<br>
<strong>Variant Details</strong><br>
- <strong>Size: Full | Color: Pearl White| Dimensions: 84 1/8""L X 58""W X 54""H | Weight: 135.96 lbs | Volume: 11.3 cuft</strong><br>
- <strong>Size: Full | Color: Pearl White| Dimensions: 80 1/2""L X 58""W X 54""H | Weight: 138.2 lbs | Volume: 11.2 cuft</strong><br>
- <strong>Size: Twin | Color: Pearl White| Dimensions: 80 1/2""L X 41 3/4""W X 54""H | Weight: 111 lbs | Volume: 8.8 cuft</strong><br>
- <strong>Size: Twin | Color: Pearl White| Dimensions: 84 1/8""L X 42 1/2""W X 54""H | Weight: 109.62 lbs | Volume: 8.3 cuft</strong><br>
</p>

<p>Materials: Fabric, Acrylic, Solid Wood, Others.<br>
Color: Pearl White<br>
Weight: 109.62 - 138.2 lbs<br>
Volume : 11.3 CUFT</p><br>SKU : CM7901F-BED",Furniture of America,,Bed,"2026, ALLIE, Bed, BEDROOM FURNITURE, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Youth, Youth Bed",TRUE,Color,Pearl White - Full,,,,,,,,CM7901F-BED,61670.010392067,shopify,20,deny,manual,611,1017,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901-1-c_5b670e5b-e72f-429a-bd59-78f86cdb230c.jpg?v=1773938140,1,allie-bed,FALSE,ALLIE Bed,"Shop ALLIE Bed. Contemporary style. Fabric, Acrylic build. Multiple sizes and colors available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901-1-c_5b670e5b-e72f-429a-bd59-78f86cdb230c.jpg?v=1773938140,lb,,379,Active,135.96,11.3,"84 1/8""L X 58""W X 54""H",Pearl White
allie-bed,,,,,,,,,Rose Gold - Full,,,,,,,,CM7901RG-F-BED,62686.01194,shopify,20,deny,manual,633,1017,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901-1-Z_f7aa767d-0ae7-49ed-98e4-7ca352b6e088.jpg?v=1773938140,2,allie-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901RG-1-Z_235808e2-4854-406a-b91e-e9a5c1742850.jpg?v=1773938139,lb,,399,Active,138.2,11.2,"80 1/2""L X 58""W X 54""H",Rose Gold
allie-bed,,,,,,,,,Rose Gold - Twin,,,,,,,,CM7901RG-T-BED,50348.979866185,shopify,20,deny,manual,556,927,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901-2_dfce86e6-50c4-408c-8269-ee941f097209.jpg?v=1773938140,3,allie-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901RG-1-Z_235808e2-4854-406a-b91e-e9a5c1742850.jpg?v=1773938139,lb,,329,Active,111,8.8,"80 1/2""L X 41 3/4""W X 54""H",Rose Gold
allie-bed,,,,,,,,,Pearl White - Twin,,,,,,,,CM7901T-BED,49723.022395585,shopify,20,deny,manual,589,927,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901-3_ca8fb3d7-2c4b-4963-8dcf-484ea9f822cc.jpg?v=1773938139,4,allie-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901-1-c_5b670e5b-e72f-429a-bd59-78f86cdb230c.jpg?v=1773938140,lb,,359,Active,109.62,8.3,"84 1/8""L X 42 1/2""W X 54""H",Pearl White
allie-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901-4_08d40bd0-3578-4a52-98e0-62b929e28c91.jpg?v=1773938139,5,allie-bed,,,,,,,,Active,,,,
allie-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901RG-1-Z_235808e2-4854-406a-b91e-e9a5c1742850.jpg?v=1773938139,6,allie-bed,,,,,,,,Active,,,,
allie-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901RG-2_a38d8f18-0df8-4d15-9d0b-71ac7458a0a3.jpg?v=1773938140,7,allie-bed,,,,,,,,Active,,,,
allie-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901RG-3_3feb4cd2-4de8-4c0d-bbda-becd9306160c.jpg?v=1773938140,8,allie-bed,,,,,,,,Active,,,,
allie-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901RG-4_3a6989a6-d865-443f-83a4-029df4b8a5f6.jpg?v=1773938140,9,allie-bed,,,,,,,,Active,,,,
allie-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901RG-5_ea522c12-1d95-443b-9467-d8b9aaef0973.jpg?v=1773938140,10,allie-bed,,,,,,,,Active,,,,
allie-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7901RG-6_20f5b01d-cc37-47cf-8e59-34f3b3a5375d.jpg?v=1773938140,11,allie-bed,,,,,,,,Active,,,,
finnerty-full-bunk-bed,Furniture of America - FINNERTY/Full Bunk Bed (CM-BK1032BK-TF-BED),"<p><span style=""color:Black""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with FINNERTY, styled in Contemporary and designed for everyday comfort.<br>
This youth bunk bed is made to fit naturally into the room. With Metal and Black or Silver or White tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Twin</p>

<p>Features<br>
- Full Metal Construction<br>
- Attached Side Ladder<br>
- Mattress Ready<br>
<strong>Variant Details</strong><br>
- <strong>Size: Twin | Color: Black| Dimensions: 56""W X 79""D X 60.5""H | Weight: 106.48 lbs | Volume: 8.1 cuft</strong><br>
- <strong>Size: Twin | Color: Black| Dimensions: 56""W X 79""D X 60.5""H | Weight: 106.48 lbs | Volume: 8.1 cuft</strong><br>
- <strong>Size: Twin | Color: Black| Dimensions: 57""W X 78.5""D X 59""H | Weight: 125.4 lbs | Volume: 10.6 cuft</strong><br>
- <strong>Size: Twin | Color: Black| Dimensions: 56""W X 79""D X 60.5""H | Weight: 106.48 lbs | Volume: 8.1 cuft</strong><br>
</p>

<p>Materials: Metal.<br>
Color: Black<br>
Weight: 106.48 - 125.4 lbs<br>
Volume : 8.1 CUFT</p><br>SKU : CM-BK1032BK-TF-BED",Furniture of America,,Bunk Bed,"2026, BEDROOM FURNITURE, Bunk Bed, FINNERTY, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Youth, Youth Bunk Bed",TRUE,Color,Black,,,,,,,,CM-BK1032BK-TF-BED,48299.014509207,shopify,20,deny,manual,489,597,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK1032BK-TF-1_ef75aeb8-1d44-4cc8-90c2-c1c8da010032.jpg?v=1773938141,1,finnerty-full-bunk-bed,FALSE,FINNERTY/Full Bunk Bed,Shop FINNERTY/Full Bunk Bed. Contemporary style. Metal build. Multiple colors available. Free shipping. Buy now at GOODDEGG.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK1032BK-TF-1_ef75aeb8-1d44-4cc8-90c2-c1c8da010032.jpg?v=1773938141,lb,,269,Active,106.48,8.1,"56""W X 79""D X 60.5""H",Black
finnerty-full-bunk-bed,,,,,,,,,Silver,,,,,,,,CM-BK1032SV-TF-BED,48299.014509207,shopify,20,deny,manual,489,597,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK1032SV-TF-1_c6bf9611-7555-4db2-a2e4-0ced9c85c96b.jpg?v=1773938141,2,finnerty-full-bunk-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK1032SV-TF-1_c6bf9611-7555-4db2-a2e4-0ced9c85c96b.jpg?v=1773938141,lb,,269,Active,106.48,8.1,"56""W X 79""D X 60.5""H",Silver
finnerty-full-bunk-bed,,,,,,,,,White - wide,,,,,,,,CM-BK1032WH-FF-BED,56879.984246393,shopify,20,deny,manual,489,717,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK1032WH-FF-1_76a9348b-ff35-4a20-8e95-ae63af956590.jpg?v=1773938141,3,finnerty-full-bunk-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK1032WH-FF-1_76a9348b-ff35-4a20-8e95-ae63af956590.jpg?v=1773938141,lb,,269,Active,125.4,10.6,"57""W X 78.5""D X 59""H",White
finnerty-full-bunk-bed,,,,,,,,,White,,,,,,,,CM-BK1032WH-TF-BED,48299.014509207,shopify,20,deny,manual,556,597,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK1032WH-TF-1_ad2ef5a2-47f7-464c-a7dd-0225fe0bb063.jpg?v=1773938141,4,finnerty-full-bunk-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK1032WH-TF-1_ad2ef5a2-47f7-464c-a7dd-0225fe0bb063.jpg?v=1773938141,lb,,329,Active,106.48,8.1,"56""W X 79""D X 60.5""H",White
cameron-bunk-bed,Furniture of America - CAMERON/Bunk Bed (CM-BK929F-EX-BED),"<p><span style=""color:Dark Walnut""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with CAMERON, styled in Transitional and designed for everyday comfort.<br>
This youth bunk bed is made to fit naturally into the room. With Solid Wood, Wood Veneer, Others and Dark Walnut or Gray or White tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Full, Twin</p>

<p>Features<br>
- Solid Wood<br>
- Wood Veneer<br>
- Others<br>
- 13 Pc. Slats Top &amp; Bottom<br>
- Attached Ladder<br>
- Rails with Insert &amp; Lock Joint Structure<br>
- Optional Trundle Available<br>
<strong>Variant Details</strong><br>
- <strong>Size: Full | Color: Dark Walnut| Dimensions: 81 3/8""W X 58""D X 60""H | Weight: 180.5 lbs | Volume: 18.1 cuft</strong><br>
- <strong>Size: Full | Color: Dark Walnut| Dimensions: 81 3/8""W X 58""D X 60""H | Weight: 183.84 lbs | Volume: 18 cuft</strong><br>
- <strong>Size: Full | Color: Dark Walnut| Dimensions: 81 3/8""W X 58""D X 60""H | Weight: 185.8 lbs | Volume: 18 cuft</strong><br>
- <strong>Size: Twin | Color: Dark Walnut| Dimensions: 81 3/8""L X 42 3/8""W X 60""H | Weight: 149.5 lbs | Volume: 11.2 cuft</strong><br>
- <strong>Size: Twin | Color: Dark Walnut| Dimensions: 81 3/8""W X 58""D X 60""H | Weight: 149.5 lbs | Volume: 11.2 cuft</strong><br>
- <strong>Size: Twin | Color: Dark Walnut| Dimensions: 81 3/8""L X 42 3/8""W X 60""H | Weight: 147.4 lbs | Volume: 11.4 cuft</strong><br>
</p>

<p>Materials: Solid Wood, Wood Veneer, Others.<br>
Color: Dark Walnut<br>
Weight: 147.4 - 185.8 lbs<br>
Volume : 18.1 CUFT</p><br>SKU : CM-BK929F-EX-BED",Furniture of America,,Bunk Bed,"2026, BEDROOM FURNITURE, Bunk Bed, CAMERON, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Youth, LTL, Youth Bunk Bed",TRUE,Color,Full - Dark Walnut,,,,,,,,CM-BK929F-EX-BED,81873.014551867,shopify,20,deny,manual,637,957,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929F-EX-Z_128fe7a3-7e18-407e-a5b0-77a729bdc474.jpg?v=1773938143,1,cameron-bunk-bed,FALSE,CAMERON/Bunk Bed,"Shop CAMERON/Bunk Bed. Transitional style. Solid Wood, Wood Veneer build. Multiple sizes and colors available. Free shipping. Buy now at GOODDEGG.",https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929F-EX-Z_128fe7a3-7e18-407e-a5b0-77a729bdc474.jpg?v=1773938143,lb,,379,Active,180.5,18.1,"81 3/8""W X 58""D X 60""H",Dark Walnut
cameron-bunk-bed,,,,,,,,,Full - Gray,,,,,,,,CM-BK929F-GY-BED,83388.013067667,shopify,20,deny,manual,639,957,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929F-GY-Z_b57dabac-7f64-4898-b186-878abdfbced3.jpg?v=1773938142,2,cameron-bunk-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929F-GY-Z_b57dabac-7f64-4898-b186-878abdfbced3.jpg?v=1773938142,lb,,379,Active,183.84,18,"81 3/8""W X 58""D X 60""H",Gray
cameron-bunk-bed,,,,,,,,,Full - White,,,,,,,,CM-BK929F-WH-BED-VN,84277.00875,shopify,20,deny,manual,640,957,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929F-WH-Z_b8b30726-d5a7-4714-a707-c17f526ad9fd.jpg?v=1773938142,3,cameron-bunk-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929F-WH-Z_b8b30726-d5a7-4714-a707-c17f526ad9fd.jpg?v=1773938142,lb,,379,Active,185.8,18,"81 3/8""W X 58""D X 60""H",White
cameron-bunk-bed,,,,,,,,,Twin - Dark Walnut,,,,,,,,CM-BK929EX-BED,67812.013955763,shopify,20,deny,manual,529,747,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929EX-Z_2933914f-7cdf-4c0b-a68e-85019a2699de.jpg?v=1773938142,4,cameron-bunk-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929EX-Z_2933914f-7cdf-4c0b-a68e-85019a2699de.jpg?v=1773938142,lb,,299,Active,149.5,11.2,"81 3/8""L X 42 3/8""W X 60""H",Dark Walnut
cameron-bunk-bed,,,,,,,,,Twin - Gray,,,,,,,,CM-BK929GY-BED,67812.013955763,shopify,20,deny,manual,529,747,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929GY-Z_b9ab7413-5e91-4345-9916-4a8cf8e0ef77.jpg?v=1773938142,5,cameron-bunk-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929GY-Z_b9ab7413-5e91-4345-9916-4a8cf8e0ef77.jpg?v=1773938142,lb,,299,Active,149.5,11.2,"81 3/8""W X 58""D X 60""H",Gray
cameron-bunk-bed,,,,,,,,,Twin - White,,,,,,,,CM-BK929WH-BED-VN,66860.014289607,shopify,20,deny,manual,528,747,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929WH-Z_7a75571f-4298-4ae6-9892-f610dbb8e3a1.jpg?v=1773938142,6,cameron-bunk-bed,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929WH-Z_7a75571f-4298-4ae6-9892-f610dbb8e3a1.jpg?v=1773938142,lb,,299,Active,147.4,11.4,"81 3/8""L X 42 3/8""W X 60""H",White
cameron-bunk-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM-BK929WH-WB_671e5557-21f0-4297-9d55-2b9caf55330f.jpg?v=1773938142,7,cameron-bunk-bed,,,,,,,,Active,,,,
