Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Weight (LB),Volume (CUFT),Product Dimension (Inch),Color
aalok-e-king-bed,Furniture of America - AALOK E.King Bed (CM7864EK-BED),"<p><span style=""color: Silver/Warm Gray""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>AALOK Bed adds a Glam touch while keeping the room feeling warm and welcoming. This bedroom bed is made to fit naturally into the room. Crafted from Velvet-like Fabric, Solid Wood, Wood Veneer, Others, it is finished in Silver  or  Warm Gray tones that pair easily with surrounding decor.<br><strong>Product Dimension:</strong> 87 3/4&quot;L X 81 5/8&quot;W X 70&quot;H<br><strong>Size:</strong> Eastern King<br>Features<br>- Glam design<br>- Upholstered in velvet-like fabric<br>- Made with solid wood &amp; wood veneer<br>- Padded Headboard &amp; Footboard with pleated design<br>- Elegant cabriole legs<br>- Foundation required</p>
<p>Bonus storage &amp; convenience features (from matching set pieces):</p>
<p>USB Charger on Night Stand<br>Felt-lined Top Drawer<br>Hidden Drawer in Dresser</p>
<p><strong>Materials:</strong> Velvet-like Fabric, Solid Wood, Wood Veneer, Others<br><strong>Color:</strong> Silver/Warm Gray<br><strong>Weight:</strong> 213.4 lbs<br>
Volume : 23.4 CUFT</p><br>SKU : CM7864EK-BED",Furniture of America,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, AALOK, BEDROOM FURNITURE, LTL",TRUE,Title,Default Title,,,,,,,,CM7864EK-BED,96797,shopify,20,deny,manual,1198,1440,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-1-c.jpg?v=1772092127,1,aalok-e-king-bed,FALSE,AALOK E.King Bed | GOODDEGG,The AALOK Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-1-c.jpg?v=1772092127,lb,,539,Active,213.4,23.4,"87 3/4""L X 81 5/8""W X 70""H",Silver/Warm Gray
aalok-e-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-1-Z.jpg?v=1772092184,2,aalok-e-king-bed,,,,,,,,Active,,,,
aalok-e-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-2.jpg?v=1772092196,3,aalok-e-king-bed,,,,,,,,Active,,,,
aalok-e-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-3.jpg?v=1772092211,4,aalok-e-king-bed,,,,,,,,Active,,,,
aalok-e-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-4.jpg?v=1772092225,5,aalok-e-king-bed,,,,,,,,Active,,,,
aalok-e-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-5.jpg?v=1773443649,6,aalok-e-king-bed,,,,,,,,Active,,,,
aalok-e-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-6.jpg?v=1773443723,7,aalok-e-king-bed,,,,,,,,Active,,,,
aalok-nightstand-with-usb,Furniture of America - AALOK Nightstand w/ USB (CM7864N),"<p><span style=""color: Silver""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>AALOK Nightstand w/ USB brings a Glam look to your home with a refined, comfortable feel. As a bedroom night stand, it is designed to complement your space. The Solid Wood, Wood Veneer, Others construction is complemented by Silver tones for a polished look.<br><strong>Product Dimension:</strong> 33 3/8&quot;W X 17&quot;D X 27 3/4&quot;H<br>Features<br>- Glam design<br>- Made with solid wood &amp; wood veneer<br>- Elegant cabriole legs</p>
<p>Bonus storage &amp; convenience features (from matching set pieces):</p>
<p>Felt-lined Top Drawer<br>USB Charger on Night Stand</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Others<br><strong>Color:</strong> Silver<br><strong>Weight:</strong> 74.8 lbs<br>
Volume : 10.4 CUFT</p><br>SKU : CM7864N",Furniture of America,Furniture > Tables > Nightstands,Night Stand,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Night Stand, AALOK, BEDROOM FURNITURE",TRUE,Title,Default Title,,,,,,,,CM7864N,33929,shopify,20,deny,manual,516,450,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864N-1.jpg?v=1772092336,1,aalok-nightstand-with-usb,FALSE,AALOK Nightstand w/ USB | GOODDEGG,The AALOK Nightstand w/ USB brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864N-1.jpg?v=1772092336,lb,,170,Active,74.8,10.4,"33 3/8""W X 17""D X 27 3/4""H",Silver
aalok-nightstand-with-usb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-1-Z.jpg?v=1772092184,2,aalok-nightstand-with-usb,,,,,,,,Active,,,,
aalok-queen-bed,Furniture of America - AALOK Queen Bed (CM7864Q-BED),"<p><span style=""color: Silver/Warm Gray""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>Elevate your space with AALOK Bed, styled in Glam and designed for everyday comfort. This bedroom bed is made to fit naturally into the room. With Velvet-like Fabric, Solid Wood, Wood Veneer, Others and Silver  or  Warm Gray tones, it blends structure and softness in one clean profile.<br><strong>Product Dimension:</strong> 87 3/4&quot;L X 65 7/8&quot;W X 70&quot;H<br><strong>Size:</strong> Queen<br>Features<br>- Glam design<br>- Upholstered in velvet-like fabric<br>- Made with solid wood &amp; wood veneer<br>- Padded Headboard &amp; Footboard with pleated design<br>- Elegant cabriole legs<br>- Foundation required</p>
<p>Bonus storage &amp; convenience features (from matching set pieces):</p>
<p>USB Charger on Night Stand<br>Felt-lined Top Drawer<br>Hidden Drawer in Dresser</p>
<p><strong>Materials:</strong> Velvet-like Fabric, Solid Wood, Wood Veneer, Others<br><strong>Color:</strong> Silver/Warm Gray<br><strong>Weight:</strong> 187 lbs<br>
Volume : 22 CUFT</p><br>SKU : CM7864Q-BED",Furniture of America,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, AALOK, BEDROOM FURNITURE, LTL",TRUE,Title,Default Title,,,,,,,,CM7864Q-BED,84822,shopify,20,deny,manual,1041,1197,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-1-c.jpg?v=1772092127,1,aalok-queen-bed,FALSE,AALOK Queen Bed | GOODDEGG,The AALOK Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-1-c.jpg?v=1772092127,lb,,459,Active,187,22,"87 3/4""L X 65 7/8""W X 70""H",Silver/Warm Gray
aalok-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-1-Z.jpg?v=1772092184,2,aalok-queen-bed,,,,,,,,Active,,,,
aalok-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-2.jpg?v=1772092196,3,aalok-queen-bed,,,,,,,,Active,,,,
aalok-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-3.jpg?v=1772092211,4,aalok-queen-bed,,,,,,,,Active,,,,
aalok-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-4.jpg?v=1772092225,5,aalok-queen-bed,,,,,,,,Active,,,,
aalok-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-5.jpg?v=1773443649,6,aalok-queen-bed,,,,,,,,Active,,,,
aalok-queen-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7864-6.jpg?v=1773443723,7,aalok-queen-bed,,,,,,,,Active,,,,
adara-daybed,Furniture of America - ADARA Daybed (FM1200NT-BED),"<p><span style=""color: Natural Oak""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>ADARA Daybed adds a Transitional touch while keeping the room feeling warm and welcoming. As a bedroom daybed, it is designed to complement your space. Crafted from Fabric, Rubberwood, it is finished in Natural Oak tones that pair easily with surrounding decor.<br><strong>Product Dimension:</strong> 83.5&quot;W X 44.5&quot;D X 42&quot;H</p>
<p><strong>Materials:</strong> Fabric, Rubberwood<br><strong>Color:</strong> Natural Oak<br><strong>Weight:</strong> 128 lbs<br>
Volume : 18.4 CUFT</p><br>SKU : FM1200NT-BED",Furniture of America,Furniture > Daybeds,Daybed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Day Bed, ADARA, BEDROOM FURNITURE, LTL",TRUE,Title,Default Title,,,,,,,,FM1200NT-BED,58060,shopify,20,deny,manual,1013,1047,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM1200NT-1.jpg?v=1772094726,1,adara-daybed,FALSE,ADARA Daybed | GOODDEGG,The ADARA Daybed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM1200NT-1.jpg?v=1772094726,lb,,469,Active,128,18.4,"83.5""W X 44.5""D X 42""H",Natural Oak
alaina-cal-king-bed,Furniture of America - ALAINA Cal.King Bed (FOA7916CK-BED),"<p><span style=""color: Walnut""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>Elevate your space with ALAINA Bed, styled in Transitional and designed for everyday comfort. Built as a bedroom bed, it pairs well with a wide range of interiors. With Solid Wood, Wood Veneer, Engineered Wood and Walnut tones, it blends structure and softness in one clean profile.<br><strong>Product Dimension:</strong> 89 1/4&quot;L X 80&quot;W X 52&quot;H<br><strong>Size:</strong> California King<br>Features<br>- Made with solid wood &amp; wood veneer<br>- Foundation required</p>
<p>Bonus storage &amp; convenience features (from matching set pieces):</p>
<p>USB Charger in Night Stand<br>Nickel Drawer Pulls<br>Felt-lined Top Drawers</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Engineered Wood<br><strong>Color:</strong> Walnut<br><strong>Weight:</strong> 124.3 lbs<br>
Volume : 16.6 CUFT</p><br>SKU : FOA7916CK-BED",Furniture of America,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, ALAINA, BEDROOM FURNITURE, LTL",TRUE,Title,Default Title,,,,,,,,FOA7916CK-BED,56382,shopify,20,deny,manual,730,717,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-1-c.jpg?v=1772095624,1,alaina-cal-king-bed,FALSE,ALAINA Cal.King Bed | GOODDEGG,The ALAINA Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-1-c.jpg?v=1772095624,lb,,289,Active,124.3,16.6,"89 1/4""L X 80""W X 52""H",Walnut
alaina-cal-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-1.jpg?v=1772095679,2,alaina-cal-king-bed,,,,,,,,Active,,,,
alaina-cal-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-2.jpg?v=1772095692,3,alaina-cal-king-bed,,,,,,,,Active,,,,
alaina-cal-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-3.jpg?v=1772095701,4,alaina-cal-king-bed,,,,,,,,Active,,,,
alaina-cal-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-4.jpg?v=1772095717,5,alaina-cal-king-bed,,,,,,,,Active,,,,
alaina-chest,Furniture of America - ALAINA Chest (FOA7916C),"<p><span style=""color: Walnut""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>ALAINA Chest adds a Transitional touch while keeping the room feeling warm and welcoming. As a bedroom chest, it is designed to complement your space. Crafted from Solid Wood, Wood Veneer, Engineered Wood, it is finished in Walnut tones that pair easily with surrounding decor.<br><strong>Product Dimension:</strong> 34&quot;W X 18&quot;D X 48&quot;H<br>Features<br>- Made with solid wood &amp; wood veneer</p>
<p>Bonus storage &amp; convenience features (from matching set pieces):</p>
<p>Nickel Drawer Pulls<br>Felt-lined Top Drawers</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Engineered Wood<br><strong>Color:</strong> Walnut<br><strong>Weight:</strong> 122.1 lbs<br>
Volume : 23.5 CUFT</p><br>SKU : FOA7916C",Furniture of America,Furniture > Cabinets & Storage > Storage Chests,Chest,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Chest, ALAINA, BEDROOM FURNITURE, LTL",TRUE,Title,Default Title,,,,,,,,FOA7916C,55384,shopify,20,deny,manual,667,597,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916C-1.jpg?v=1772096190,1,alaina-chest,FALSE,ALAINA Chest | GOODDEGG,The ALAINA Chest adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916C-1.jpg?v=1772096190,lb,,249,Active,122.1,23.5,"34""W X 18""D X 48""H",Walnut
alaina-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-1.jpg?v=1772095679,2,alaina-chest,,,,,,,,Active,,,,
alaina-dresser,Furniture of America - ALAINA Dresser (FOA7916D),"<p><span style=""color: Walnut""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>Make the room feel complete with ALAINA Dresser and its Transitional character. This bedroom dresser is made to fit naturally into the room. Finished in Walnut tones, the Solid Wood, Wood Veneer, Engineered Wood build balances durability with visual appeal.<br><strong>Product Dimension:</strong> 58&quot;W X 18&quot;D X 35&quot;H<br>Features<br>- Made with solid wood &amp; wood veneer</p>
<p>Bonus storage &amp; convenience features (from matching set pieces):</p>
<p>Nickel Drawer Pulls<br>Felt-lined Top Drawers</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Engineered Wood<br><strong>Color:</strong> Walnut<br><strong>Weight:</strong> 147.4 lbs<br>
Volume : 29.2 CUFT</p><br>SKU : FOA7916D",Furniture of America,Furniture > Cabinets & Storage > Dressers,Dresser,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Dresser, ALAINA, BEDROOM FURNITURE, LTL",TRUE,Title,Default Title,,,,,,,,FOA7916D,66860,shopify,20,deny,manual,740,720,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916D-1.jpg?v=1772096224,1,alaina-dresser,FALSE,ALAINA Dresser | GOODDEGG,The ALAINA Dresser adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916D-1.jpg?v=1772096224,lb,,290,Active,147.4,29.2,"58""W X 18""D X 35""H",Walnut
alaina-dresser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-1.jpg?v=1772095679,2,alaina-dresser,,,,,,,,Active,,,,
alaina-e-king-bed,Furniture of America - ALAINA E.King Bed (FOA7916EK-BED),"<p><span style=""color: Walnut""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>ALAINA Bed brings a Transitional look to your home with a refined, comfortable feel. Built as a bedroom bed, it pairs well with a wide range of interiors. The Solid Wood, Wood Veneer, Engineered Wood construction is complemented by Walnut tones for a polished look.<br><strong>Product Dimension:</strong> 85 1/4&quot;L X 80&quot;W X 52&quot;H<br><strong>Size:</strong> Eastern King<br>Features<br>- Made with solid wood &amp; wood veneer<br>- Foundation required</p>
<p>Bonus storage &amp; convenience features (from matching set pieces):</p>
<p>USB Charger in Night Stand<br>Nickel Drawer Pulls<br>Felt-lined Top Drawers</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Engineered Wood<br><strong>Color:</strong> Walnut<br><strong>Weight:</strong> 110 lbs<br>
Volume : 15.8 CUFT</p><br>SKU : FOA7916EK-BED",Furniture of America,Furniture > Beds & Accessories > Beds & Bed Frames,Bed,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, 2026, Bedroom, Bed, ALAINA, BEDROOM FURNITURE, LTL",TRUE,Title,Default Title,,,,,,,,FOA7916EK-BED,49895,shopify,20,deny,manual,730,717,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-1-c.jpg?v=1772095624,1,alaina-e-king-bed,FALSE,ALAINA E.King Bed | GOODDEGG,The ALAINA Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-1-c.jpg?v=1772095624,lb,,289,Active,110,15.8,"85 1/4""L X 80""W X 52""H",Walnut
alaina-e-king-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FOA7916-1.jpg?v=1772095679,2,alaina-e-king-bed,,,,,,,,Active,,,,
